source,target,weight
95YNFWCHUXGAYUC6I0,18LVOOXGGQZUYOI4N0,0.906
06TCXWXCYGYGWSJ3U1,43EHPZADZNVKHRA2B9,0.958
06TCXWXCYGYGWSJ3U1,28LRRAAQULLKNJQ8B5,0.958
05ZJGTSFILIBJBV4E6,73LLRYEGICFLTYR5W7,0.885
05ZJGTSFILIBJBV4E6,55LZWEMBEJNZEYU0D2,0.885
38VIEKBUVDSFUQQ1Z8,60ICAEZIHBUAIXU1A0,0.892
09TMRBORJGRMXYP4Y5,69AEOXJIJRNDCIC1I3,0.895
09TMRBORJGRMXYP4Y5,96XZVCISXDDPOHX4A9,0.895
09TMRBORJGRMXYP4Y5,79BGJVIEVYKNTFU9H6,0.895
96BNURSWKAHBBPP1Y0,29GEFFQJNHOLUOW2Q0,0.947
06OBGEYPSSFRLDZ2P9,07OHSWGUUGDYLIF5F4,0.923
06OBGEYPSSFRLDZ2P9,58EHQQRBJCLQZOZ6O6,0.923
06OBGEYPSSFRLDZ2P9,85YNROZDUJTTCTQ6Z6,0.923
29LYBWDXITWLRLN8R8,14QXQHLSXMLRVAM8E5,0.966
29LYBWDXITWLRLN8R8,55LZWEMBEJNZEYU0D2,0.966
29LYBWDXITWLRLN8R8,60CNRKXERJQIANC4W9,0.966
36OUZCVGOJDGZWJ8W7,43VXJHXZBUHRQBT4I0,0.91
17GVISZQTSLKXQJ2T8,99CATPVVJAPKCPI1Q8,0.948
17GVISZQTSLKXQJ2T8,33OGPIIYHKPIASG7V4,0.948
17GVISZQTSLKXQJ2T8,16YJGNWGHLGCRNZ9N7,0.948
23DABLFLEXNYJJC2F2,26INUXRNRYZQTJX3J2,0.944
32GLCAOUKDATIAC8Y9,67FAMCMLTKXRDTS5Y0,0.903
32GLCAOUKDATIAC8Y9,39BSHVFPPAJXGTB1E6,0.903
32GLCAOUKDATIAC8Y9,12SRMNGFREDDQCD2P2,0.903
50GXFCWPFUABEQB3F7,42YKMFPCKIHVPTT2K5,0.924
50GXFCWPFUABEQB3F7,42BBFUNPRYOWCOA3D1,0.924
50GXFCWPFUABEQB3F7,87OZNVJUQEKHTBE2S7,0.924
03LHVMFAYDPLKWR3G1,68LPCAIFFTJTGUD6Z6,0.962
27OSPWCMTDKBUWO0K3,59LRMPBOFIDCQYL3V2,0.955
00RMFVXCTYKUFLS0H1,11DKTKJLCVOKROX6B5,0.861
00RMFVXCTYKUFLS0H1,84FXTHTGCTYHKDQ8X8,0.861
00RMFVXCTYKUFLS0H1,37ZAESMPUPWPQZC8W1,0.861
62CLIZBFCOHUIGC4N2,23AGSXGDEBRBRSF1I9,0.917
62CLIZBFCOHUIGC4N2,96NZWUGICDXBOAP0Y8,0.917
62CLIZBFCOHUIGC4N2,45XHABPSLVVVNTL8B1,0.917
54LVKOSTIKNMVXE4X8,37WCUSANPUCLJRS2J7,0.892
54LVKOSTIKNMVXE4X8,98WCHLBEWMILWTK9P7,0.892
54LVKOSTIKNMVXE4X8,97HKUYMPQIXEIWG4G6,0.892
23CNCTJIUDLMVON3R2,36KDOPXARETIDWY8H3,0.978
23CNCTJIUDLMVON3R2,23DABLFLEXNYJJC2F2,0.978
06QQAAASHBLHCAJ4B1,98NERSGOFRQLQEW6U1,0.938
06QQAAASHBLHCAJ4B1,93VDEEHFEQINFVK2N9,0.938
06QQAAASHBLHCAJ4B1,47SQFIOGXGGLPQY0O3,0.938
00ZKEJJMSLUNLUU9J9,24TPLSPITBFONJD4A0,0.893
21QXXAIDVWDGIVP1J5,96KOWUVXYMMLKLQ0R3,0.953
21QXXAIDVWDGIVP1J5,69UGURVPVIBOKAT0N9,0.953
21QXXAIDVWDGIVP1J5,84COUOPRSIQBFBO9M3,0.953
59ORNSBYWNHHNIM0F4,95YTUKZBCTLNPIZ6Y5,0.925
59ORNSBYWNHHNIM0F4,87PYVHPUZONBBHT1G1,0.925
86IKCAJIMFJIKDL9U3,24VCVHESAFTBTKU6N3,0.938
75IOPYJRZPSVSGA9M4,57VWYTUDECPLVOB1S1,0.962
75IOPYJRZPSVSGA9M4,35ROXWTPUBFFENP0J2,0.962
75IOPYJRZPSVSGA9M4,95CODNUVTFZMCQL7H7,0.962
91DZCWUMDCQKWAE8H5,04DDJFSZQWNSVQM3F9,0.968
91DZCWUMDCQKWAE8H5,05MNICDSGOUOUWE9L3,0.968
55TYOKTUXLZRYQL1X5,68VUJZAIGIOQARY4F0,0.913
55TYOKTUXLZRYQL1X5,72ZVRGDIJBSVXNU1Y4,0.913
55TYOKTUXLZRYQL1X5,73VGBIEKWQHBCUZ9Y1,0.913
77IUVBHNWDYISLU3A5,66UPNKEHUDYBNLF9Y1,0.959
77IUVBHNWDYISLU3A5,95MQBRGWYIFXIDY4F7,0.959
16FWXRJREXXIIHC0O1,11ZGQOCRFLJYRHG0C9,0.902
16FWXRJREXXIIHC0O1,87ZFNFOBGZSAOWW5K5,0.902
98ITRCHJDWZWECZ9W0,77LJSDLEJOVIBLR4K7,0.885
98ITRCHJDWZWECZ9W0,51DHLFAUXVICRNL4Y3,0.885
07JJJOXHFILYVFI6L8,59UATLUVHMGGWVX2Z9,0.89
29ZVCUUQGAYPUDS4S3,49BDWMFAQCZNDVM7Z4,0.901
62FZAEFEYUAGUQU1Q8,74EVWDHNTBGBNPV1O4,0.975
62FZAEFEYUAGUQU1Q8,29RTHMWTLETNYZG0H9,0.975
62FZAEFEYUAGUQU1Q8,61LYBNUNXBICQAE0F7,0.975
17PPPPFCWWWNFSF2X3,75XNUUJNAXHFWBO1Q0,0.934
17PPPPFCWWWNFSF2X3,71GNSXNESPTBHKO4X0,0.934
17PPPPFCWWWNFSF2X3,53ZJTFLPVTKVXRZ8B7,0.934
01RGUDVMDABTUMH4D0,06VHDBLKLEVSANH4Q7,0.922
01RGUDVMDABTUMH4D0,91FDXJCLSNOHJYW6C6,0.922
01RGUDVMDABTUMH4D0,81HFBDJPZMXOXDQ2J0,0.922
23PWDCESDPFUQBB1W8,16DYGIOUZAYOPWK9E4,0.89
88AEEWJYMLXJYQT8O6,18KVIJDMITPLGOF1R0,0.911
30PYFDXBQVNNECL0L8,24JRCCPMDAZXWXX7S0,0.888
30PYFDXBQVNNECL0L8,18KVIJDMITPLGOF1R0,0.888
98QSWMWJJKKKVQZ3S8,44MIRBXNNNHNMCM9R1,0.929
98QSWMWJJKKKVQZ3S8,92EDJEPZTKAUWCB3X7,0.929
98QSWMWJJKKKVQZ3S8,87NKIPYRZJIUYYI5I5,0.929
37DOXGBUDSNXQQQ0H4,73LTQENLOUGCGLD0I6,0.909
37DOXGBUDSNXQQQ0H4,70HPWSWKJXOTFFE4M6,0.909
37DOXGBUDSNXQQQ0H4,61ZFTSHKQLQRFWI8V8,0.909
09LTRKCIHZGODTD8S7,09WOTLSNVPVDNGN0L5,0.957
09LTRKCIHZGODTD8S7,83QOZLEMACCSNBT2X7,0.957
97AGXNEARSDSSMU8E7,91KNDDXJDWDYMVW7I0,0.91
97AGXNEARSDSSMU8E7,53EIUDWOVAUKSTF1Q6,0.91
97AGXNEARSDSSMU8E7,50HVDYNTFWMOGYK4D3,0.91
61YVULFLHVAMTDQ7I0,37WCUSANPUCLJRS2J7,0.967
61YVULFLHVAMTDQ7I0,87YRJDTIKXBTONW9L0,0.967
46HTHYSMQBHGJJM5H3,49JLIGOOIRPWAHX8I3,0.921
44MIRBXNNNHNMCM9R1,78ROLMUWNSAEABT5G2,0.922
44MIRBXNNNHNMCM9R1,42LZRHEPBVUAIUG0A0,0.922
24MCIZBSUMVQFTH9L3,01CFRAARSNGNFTS3F0,0.912
24MCIZBSUMVQFTH9L3,14PYSJKETUUAMYL2N1,0.912
59ZSJJXGLDETLRQ1N3,02VIEQUBQQKPMDJ2T2,0.953
35WTAMOZHHTLSQS2B2,02PYDGCKSGJJITA1G5,0.973
35WTAMOZHHTLSQS2B2,10HPOSLPXFFUYFF4P1,0.973
62TRFELTYPIHONC2A3,51MCWGQBGISCKFS6K5,0.928
47JKYRSNMNCZVUD4C0,30MHPHXELWQFJVQ6U3,0.961
47JKYRSNMNCZVUD4C0,48JCEQCNFGNGLWY9P1,0.961
26HAJGGPBAYJNRU0N7,05BPYHHVEDCKXTN6K2,0.988
95RJFGABQDLJEWT0R9,48OUORINYRJGNAF6R2,0.983
95RJFGABQDLJEWT0R9,34UHBCOITHRKXEF6Q9,0.983
95RJFGABQDLJEWT0R9,51YRZUIJGUMFTJQ2H1,0.983
90IMBHPHIHPHKMP8L9,30NQXDXNXNUZSDB0X1,0.947
90IMBHPHIHPHKMP8L9,15XYCFIKEICOLEW7E0,0.947
79QAXZFZBMGNCGW8F9,97HKUYMPQIXEIWG4G6,0.911
63XSSPNKRHRHREP0A3,42JTBTSZRZRQEZZ7G7,0.926
95BIMUVRJNMPCXL8L9,01GKLEEXZTTTKOT1F2,0.956
95BIMUVRJNMPCXL8L9,34DTGWSKMPTIIVY8R4,0.956
04RCTBMQDOXADHG3Z6,25WLVILBUDLHNRZ4M3,0.922
04RCTBMQDOXADHG3Z6,48SWMJOJLTCJPYY9D4,0.922
23WSHKMVZWBBKEG3R6,56NVVGBEGHJDKNW5I8,0.946
23WSHKMVZWBBKEG3R6,34FZIQFWAPGQTZQ1N2,0.946
62DOMZOHHALEUML9M4,77RDBQLDWLXGMWY4L8,0.926
10EWAEOXYEZWXFD7W3,95WKNSJOSDYGHAG5Z2,0.929
82SKFOKBXZFJUTK8S0,26XHHYIFBERZTVP0X6,0.9
82SKFOKBXZFJUTK8S0,58DTIWIMXMVUHIQ2B7,0.9
82SKFOKBXZFJUTK8S0,37UZJRTOLBNHSJD1C2,0.9
96IXKTKCHMCZAAH8B1,70LSPRQGXSIMSGV2X1,0.916
96IXKTKCHMCZAAH8B1,29IBTNGWKCPGHWR6A2,0.916
16HKOIMXFXBJDAE9T5,15FBFJTSGVKQQQI7P3,0.914
16HKOIMXFXBJDAE9T5,85ZRBUMPDEFNOVK4S0,0.914
16HKOIMXFXBJDAE9T5,86SETIHHLOPUFXE4W8,0.914
00AIWDDMCSVGLBJ5A2,45QBDASOBDPIDZV6L8,0.908
45XHABPSLVVVNTL8B1,30OOFMASKUOQHWM2D3,0.922
45XHABPSLVVVNTL8B1,52SLUAZHPUMOBFG6K7,0.922
76YESGURZKXTEOF2B2,95YSQECIRADLJRE1T5,0.923
76YESGURZKXTEOF2B2,94RDKAILQTOVGCO5Y7,0.923
43SVFUVSFQYUTKN5L6,53QDGJTPICZMMNF3K1,0.878
43SVFUVSFQYUTKN5L6,96KOWUVXYMMLKLQ0R3,0.878
43SVFUVSFQYUTKN5L6,15GJMSWLBYXZCKI6J4,0.878
43BGKDHZSXRTUYU9K5,14XSEGSFVTPORIC7L2,0.91
43BGKDHZSXRTUYU9K5,91TQSSBZVEXGLAZ6Z5,0.91
43BGKDHZSXRTUYU9K5,50JGDMPLSQWNZAC8X3,0.91
70LMCQNUFWSWFIC2A7,28QKAJSSAYQFPXK5J9,0.92
70LMCQNUFWSWFIC2A7,17BQZWKXYKKOMMG6A8,0.92
14CJZTZIVIGUBLC7L0,87ZFNFOBGZSAOWW5K5,0.998
14CJZTZIVIGUBLC7L0,28NUHCXQQCBRKOX0Q6,0.998
14CJZTZIVIGUBLC7L0,11SCHQGBQLMSGYL5M0,0.998
44EVNTOUPGABVSF6T7,48XUQJFKYKSYSRJ4C5,0.918
44EVNTOUPGABVSF6T7,36FORLVTSYKEQYV8X4,0.918
44EVNTOUPGABVSF6T7,91ORMGDEDYSMVTT9R2,0.918
79TPMHRRBJOESIK9I9,30OOFMASKUOQHWM2D3,0.912
79TPMHRRBJOESIK9I9,27MITQHTHSWHUEQ2B9,0.912
79TPMHRRBJOESIK9I9,86IPGTFODZKCRJH9V0,0.912
56AJSCGLFWIJAVD5O9,19BLTBPTKRGSABT7W7,0.95
94YAPVQWGZVPOLJ6B9,36KDOPXARETIDWY8H3,0.859
94YAPVQWGZVPOLJ6B9,04RINEOECXFYFLW2X7,0.859
94YAPVQWGZVPOLJ6B9,00HPGMPVKYKISQR9I0,0.859
20HWWCCZNAIBIRP5W8,71GNSXNESPTBHKO4X0,0.906
20HWWCCZNAIBIRP5W8,14XSEGSFVTPORIC7L2,0.906
35HEJXXZKMXCFTS0A0,29WWBJOUGCVEIBS4D7,0.951
35HEJXXZKMXCFTS0A0,28UIXUHJDLYLPCK4O7,0.951
35HEJXXZKMXCFTS0A0,65YCEIZBEZFDISN4R6,0.951
04DDJFSZQWNSVQM3F9,24UXUQRNDKGCTHQ6A7,0.873
04DDJFSZQWNSVQM3F9,99FZXLTMYMXEVQU5G9,0.873
05MTPXQPSZMZLCO1A6,96HDJFVSCKNGYMR3C0,0.926
93FKHGCTYPIDHXA6D0,10KAAZTCUDLJZQX4B1,0.958
93FKHGCTYPIDHXA6D0,96TSSQVSKJRLNFP9T0,0.958
89OIHTEQIXGHXOK3Y2,56AJSCGLFWIJAVD5O9,0.924
89OIHTEQIXGHXOK3Y2,49KMJWELUYJMJVL2G3,0.924
55ABFZIGARXEYYX0E0,41ACXBYWPEGRRCB5B3,0.967
55ABFZIGARXEYYX0E0,82QPCLVGTLMUDZF1F5,0.967
59YSXJWWTPZUYNT5A0,73PCFZZFMDXAZMM3G9,0.884
59YSXJWWTPZUYNT5A0,27OSPWCMTDKBUWO0K3,0.884
59YSXJWWTPZUYNT5A0,69AEOXJIJRNDCIC1I3,0.884
61QXLGVSHYUDGYC1G6,77IUVBHNWDYISLU3A5,0.882
61QXLGVSHYUDGYC1G6,46REHMDQBMBYHUI6N9,0.882
88ZPXNJYWFDRKIR5K5,71GNSXNESPTBHKO4X0,0.94
88ZPXNJYWFDRKIR5K5,01LXSXDJYMRJWQY0F9,0.94
88ZPXNJYWFDRKIR5K5,68CMXGPGMMNXSSB3N5,0.94
50OCGOSYFQVSUFF0M3,99XUZBXCUOQIHKW4H0,0.923
50OCGOSYFQVSUFF0M3,91PYNXCQJXRMNBR7I0,0.923
50OCGOSYFQVSUFF0M3,11AEVTIDHOTPOBB4G2,0.923
51XJMODUBXUTHYR6R2,54BDWYQOFLFAKHH6K6,0.911
51XJMODUBXUTHYR6R2,05WVQPPJINWFCOS4C1,0.911
51XJMODUBXUTHYR6R2,70MKLCYMMDGBTQL0B0,0.911
34ZUHJHYGIYHROJ0Q5,69QYXIOHZZXKURJ4O8,0.896
34ZUHJHYGIYHROJ0Q5,33BWHFSXDRULHZW7E5,0.896
34ZUHJHYGIYHROJ0Q5,69JAHTDCPQEBFNK5I9,0.896
66YSIAPRVCFCLQR7U3,38ZLYQUZCVJGTHZ6Z2,0.943
43NNVWRALWBAETD9D5,28AUUQMHIMFLKSU7A0,0.912
57SMOWKYLODAZQI0F5,94YAPVQWGZVPOLJ6B9,0.905
57SMOWKYLODAZQI0F5,50JJFLRCMQSLZYO5R1,0.905
29IBTNGWKCPGHWR6A2,95BIMUVRJNMPCXL8L9,0.928
29IBTNGWKCPGHWR6A2,04DIYYDRHUCFPVY3A6,0.928
29IBTNGWKCPGHWR6A2,53QDGJTPICZMMNF3K1,0.928
34UQWQLTBLEWJEM9I3,66EPGBXVARSBKRK8Z5,0.901
34UQWQLTBLEWJEM9I3,98KCVBWKAQLXDLE7P5,0.901
66HVWRNWEMNXXJG8Y5,47JKYRSNMNCZVUD4C0,0.963
66HVWRNWEMNXXJG8Y5,57TVQKPTIINXMMK4B9,0.963
88QLNQUUFWODEQB3A9,84VQGJYZHLNKPXK9P1,0.889
47KJMAQENBGYLIG7J2,32LPGRXNRPCTYSD9C6,0.921
47KJMAQENBGYLIG7J2,35YPZDHBUGLRECO3I1,0.921
15CSQRDRPRFSZYK5N9,84JDWOPVBOLTWQH7T0,0.925
15CSQRDRPRFSZYK5N9,82SGSMSMTHUEPMO8A3,0.925
17BQZWKXYKKOMMG6A8,34IUVFRDXUKEFVV9X2,0.897
45QBDASOBDPIDZV6L8,05CXXAMZBBMNDWE1Z8,0.921
45QBDASOBDPIDZV6L8,52NVGSDJRVJZQRX8Y6,0.921
45QBDASOBDPIDZV6L8,32GWEOTOPMAGBUL3D5,0.921
91HKKNOLBMGKAJI5N4,50TFTUFUPANMAZR4E3,0.929
91HKKNOLBMGKAJI5N4,00PUZWTMXKSVTIZ5V4,0.929
18LVOOXGGQZUYOI4N0,95OSPBAJLMTJGAR9M2,0.973
67IBMHTTZYVQJOM5M4,46BJKUMDTTTHVHN9Y7,0.921
67IBMHTTZYVQJOM5M4,89DHSRKJKLCRJSV5L8,0.921
44GQXHFMMKZBKIB8S9,78JZHWZBWZCNHEH5Q5,0.948
44GQXHFMMKZBKIB8S9,54CUCSIKQBTORKX7S1,0.948
20GXTVRLWOMYHNY0I2,11SCHQGBQLMSGYL5M0,0.899
23GEMBBURCFKTKS7B1,95CODNUVTFZMCQL7H7,0.903
57VUPLXZIGRPGAB6O5,37LBRWFDSCUHECI5F3,0.956
17YXUJAOSBICQZH4A1,65WXTABPDYDVJOI9R5,0.959
17YXUJAOSBICQZH4A1,62DOMZOHHALEUML9M4,0.959
17YXUJAOSBICQZH4A1,14FBYSESTMIXTKX1U0,0.959
97SSJTJGDQWXBLO5B0,08PKUUFUJCSYGGL0S0,0.89
97SSJTJGDQWXBLO5B0,90QZCUURCPHKTWT7H1,0.89
50KJXLJFTTGYNVU8Z3,16DYGIOUZAYOPWK9E4,0.907
50KJXLJFTTGYNVU8Z3,78SXDKJFOMQSWKT0C3,0.907
09GTFPPJLBIFSKI7K6,39GFQQINQGPQOTD6N3,0.884
09GTFPPJLBIFSKI7K6,64AYNDGEEKWIGRN3R0,0.884
99ZUABABGAVSDRA3M5,42XZRQWHQDAXBOP8Z5,0.934
99ZUABABGAVSDRA3M5,16HPQKKXDNBTJIX8Y3,0.934
99ZUABABGAVSDRA3M5,19LAUYESBZFUATN4F3,0.934
31UWIZTHSTRIJEH2F1,98QSWMWJJKKKVQZ3S8,0.968
34RSWPDSNENBFJK3R6,54XUMUDTELJVKCZ6H5,0.909
34RSWPDSNENBFJK3R6,16LYYNRPRVXQIKT6T2,0.909
34RSWPDSNENBFJK3R6,50DRKYANGKUMRYK7S2,0.909
14LJIMXXDYXQPQI5D8,61PXFICGHZIPVBC7P0,0.946
50KBFOOFTGBEAYZ9V0,18WDWILIEYDGJAM3S5,0.937
50KBFOOFTGBEAYZ9V0,09BDUSHJPHZOQQY4O7,0.937
50KBFOOFTGBEAYZ9V0,55LZWEMBEJNZEYU0D2,0.937
59UBPNGRPHZUROQ1V3,79ULDBLTWEKOREJ8N8,0.92
59UBPNGRPHZUROQ1V3,22TMWGCLBTBDICC5J6,0.92
59UBPNGRPHZUROQ1V3,04NSACMUIUAIRYO3D4,0.92
71WCMIRGDRQQAPB5N3,77FMVXJMIIWLXSX3A2,0.938
71WCMIRGDRQQAPB5N3,75HKHHXIXBSPOGS0G2,0.938
27MITQHTHSWHUEQ2B9,87XYJIUJZUNKLST5R1,0.888
27MITQHTHSWHUEQ2B9,38BPBMWQGRUOKOX5R6,0.888
49UDHITHWOAJUOQ5C1,18LPIHMHZZIGFFB2A5,0.996
93VUUPGNFHXXTFB0Z4,19WMAFPRZYUXUYG7B9,0.937
93VDEEHFEQINFVK2N9,57KYVMFNLORAXPA0W0,0.953
43TFQHPGTHXCRHG9F2,31UWIZTHSTRIJEH2F1,0.926
43TFQHPGTHXCRHG9F2,96ZESSVFWAADUVG0G2,0.926
77RDBQLDWLXGMWY4L8,00ZKEJJMSLUNLUU9J9,0.978
77RDBQLDWLXGMWY4L8,46DSEBPNGTEKEJK4W4,0.978
77RDBQLDWLXGMWY4L8,71WCMIRGDRQQAPB5N3,0.978
60ESLYRTCLQFTKV4N6,22LMGMHBSFLLFCB3L1,0.879
81HLQMUSWARJHHQ8A4,08MWDCIQEODWJBD3C9,0.864
81HLQMUSWARJHHQ8A4,22KJEJJKHFJISSC1D4,0.864
81HLQMUSWARJHHQ8A4,15NNTLPCWTHNYEI9E2,0.864
32XWTQKJGXOFOLQ3P6,81FLPEBCKEZZSHF4B3,0.918
65BEKEIUVUPOYAO1Q1,97XTIPVKRHNMHRF7E6,0.896
65BEKEIUVUPOYAO1Q1,82WYVITOTWFAMVQ3Y7,0.896
87LTEQLGTJRSGYS3E7,30SAYBHBYBHNPTM4R4,0.894
14XSEGSFVTPORIC7L2,47LTVIEUKHVSVFT0Z8,0.934
14XSEGSFVTPORIC7L2,32ITDSJNIEKVGFN8N8,0.934
37NWFRKKMDYZNIY2P9,72LKQWPCAZBWFTN1E2,0.932
31XCDTXNITVQDIY5A5,74EVWDHNTBGBNPV1O4,0.914
31XCDTXNITVQDIY5A5,23DABLFLEXNYJJC2F2,0.914
31XCDTXNITVQDIY5A5,39BSHVFPPAJXGTB1E6,0.914
74MVXOKDLVPDOPJ7L6,97NNSPGOTBRQRRL1Y0,0.906
74MVXOKDLVPDOPJ7L6,89YGJFLHDHXZMNQ2S7,0.906
03SNGBNKFZNTWJM5V2,31CIVIZCBMHZMZP7J9,0.92
98QTIFIWFQGPLMC0U9,69QYXIOHZZXKURJ4O8,0.975
90LGXJKXZKBLERQ7M0,13IQNUUCMMEAQEB4N4,0.929
90LGXJKXZKBLERQ7M0,40VHDRSRYTFDSMC1S0,0.929
49MQFBQTYFGZBKN1M5,05ELLBOEHPJZYRB0D5,0.885
49MQFBQTYFGZBKN1M5,50JGDMPLSQWNZAC8X3,0.885
49MQFBQTYFGZBKN1M5,28YLODTFBWEMZSE3P3,0.885
93CPKWRTRSFQFNW5R7,59VPWWDNTZILTVH7Q3,0.907
93CPKWRTRSFQFNW5R7,97SSJTJGDQWXBLO5B0,0.907
61NVYXWOZIJEEJR6Z9,68VUJZAIGIOQARY4F0,0.94
61NVYXWOZIJEEJR6Z9,34FZIQFWAPGQTZQ1N2,0.94
61NVYXWOZIJEEJR6Z9,93CPKWRTRSFQFNW5R7,0.94
63DWWOTMELKFDOP7I5,64KMFQZSELCMQTI7N6,0.904
83WKKKWBQKCSUAA8U9,68DDGSLHITFWPXV3F9,0.942
47OHSOSLGWRWUDI0N7,15CSQRDRPRFSZYK5N9,0.954
47OHSOSLGWRWUDI0N7,39GTVLZWYNEQHFD6Q5,0.954
49XCRSJAVWDUWST8B5,88QLNQUUFWODEQB3A9,0.867
15NNTLPCWTHNYEI9E2,33KIFSJYNVEJJHW0A6,0.873
15NNTLPCWTHNYEI9E2,94PSGXCUNZHOPJC6G7,0.873
15NNTLPCWTHNYEI9E2,73XEQNWHBXKCPHG8U0,0.873
62PTTOEWJWEGFRC6W6,30YKBMOTPCPIQQU1O1,0.9
62PTTOEWJWEGFRC6W6,19QURWKTZUUBWXA0D9,0.9
82GPBSMRTHIGGQC2F5,96RRSUQLWEWWNNR6S8,0.956
82GPBSMRTHIGGQC2F5,55ABFZIGARXEYYX0E0,0.956
82GPBSMRTHIGGQC2F5,01VMKAJPXPVQLBA8C6,0.956
00ECESHPCBUXSGU2I7,64AYNDGEEKWIGRN3R0,0.926
30GRXHDGBUWKMCT7X0,75KOFFNNSIBDJYM4J8,0.934
63NSKXMQNXHUMVU3G3,77QGJLBMBLDMUWH6A9,0.877
63NSKXMQNXHUMVU3G3,44JDMBRSBIXKTBX2A8,0.877
27HPZKWKAXRHVNS1Q4,75TITPWDXCHFJCJ7I4,0.901
27HPZKWKAXRHVNS1Q4,88GSKOQYOQOCCJY3Z0,0.901
27HPZKWKAXRHVNS1Q4,43VXJHXZBUHRQBT4I0,0.901
49PLWBLGJBWLEKW6V2,75WFENUIJDYICRH2F7,0.934
49PLWBLGJBWLEKW6V2,28UIXUHJDLYLPCK4O7,0.934
49PLWBLGJBWLEKW6V2,54XUMUDTELJVKCZ6H5,0.934
23KIAFIHWMCBNEN3Y0,52SLUAZHPUMOBFG6K7,0.916
93ZQGECNIYNPEXX6I5,15CSQRDRPRFSZYK5N9,0.93
93ZQGECNIYNPEXX6I5,66XZBKPZKVNKCET3O6,0.93
93ZQGECNIYNPEXX6I5,59ZGKNTFRWJUAKM5F2,0.93
44OLOGUTUUZZSZJ8Y8,28YLODTFBWEMZSE3P3,0.908
43EEAHQDXCKURCW7O1,61JRILNOOGLSPTK3K9,0.917
43EEAHQDXCKURCW7O1,36TINTNGGIMYIPE8Z3,0.917
45HPBLHYEFCTXNT6U2,79INSLWSEKNSFEX8W1,0.958
45HPBLHYEFCTXNT6U2,21TWLHANEPPUGIR0X5,0.958
86SETIHHLOPUFXE4W8,79VHDAMGJJKWKBV9Y8,0.936
77VVHPOYLSYCPFX2P4,63NSKXMQNXHUMVU3G3,0.936
77VVHPOYLSYCPFX2P4,19FQIFWGHJQIQCD9K4,0.936
63VZBBWITOGVOKU1Q7,76AJICVSFDHHGOW5W9,0.929
81DTWRCRVMNTTNK5Z9,12COOZCUHNHXBZZ3B2,0.892
41VINYSBCUBWMHR0E5,01IYXYEEQMBHVSW7T8,0.958
41VINYSBCUBWMHR0E5,54QYNEGHWWQUOGP1Q3,0.958
41VINYSBCUBWMHR0E5,50JJFLRCMQSLZYO5R1,0.958
38ZLYQUZCVJGTHZ6Z2,02VGCVAZPIMIJJO5W2,0.87
38ZLYQUZCVJGTHZ6Z2,69DXAEXDXGKGKSN9X0,0.87
38ZLYQUZCVJGTHZ6Z2,55ILIHADTKPBHOA2K8,0.87
12NBIKEDPBSAPNM0Y2,23MXDNWWOIBTHPD4Z1,0.917
69GCBNEYLVNULQF3D6,53GTZHDCRVKGAPO3N9,0.941
69GCBNEYLVNULQF3D6,36FORLVTSYKEQYV8X4,0.941
69GCBNEYLVNULQF3D6,33KIFSJYNVEJJHW0A6,0.941
75HNAJYJDZLRNTH0K1,82TWHAILITIIVMY9N2,0.94
75HNAJYJDZLRNTH0K1,22KJEJJKHFJISSC1D4,0.94
75HNAJYJDZLRNTH0K1,76YESGURZKXTEOF2B2,0.94
15VNALGYQVZZNJZ1D2,79NHNQDODWMMEYO6P9,0.935
15VNALGYQVZZNJZ1D2,09WKOYMJTSVWJXP8J5,0.935
15VNALGYQVZZNJZ1D2,02DSGTBIGWBFPCS2K5,0.935
06FWSIWRVRWMPBX2L0,89OIHTEQIXGHXOK3Y2,0.983
06FWSIWRVRWMPBX2L0,44KMHPQNRALHFOL9U8,0.983
82EKYOBUEGACIZH4D4,62PWIWSGBCZQOEX7D7,0.943
28GALEIKXTAEOMM5F8,27HQMKXPUINTBVR6K2,0.894
28GALEIKXTAEOMM5F8,75KWBKYQHYHORHF3J7,0.894
28GALEIKXTAEOMM5F8,09IEWYORHKUKTXI1Q0,0.894
74OWUXTKUVBPOVU1V9,73GHDUCDGKAUSMD6C8,0.877
76TDZFXZXATTMQL1Z4,08CVOSCOBJNASLL8F4,0.89
26GGQINDGTMCZWH7V4,19LAUYESBZFUATN4F3,0.914
26GGQINDGTMCZWH7V4,49JLIGOOIRPWAHX8I3,0.914
26GGQINDGTMCZWH7V4,51GQDPMKNPGRLNS2B2,0.914
07WLEDAVETUCONR6E0,62DOMZOHHALEUML9M4,0.966
07WLEDAVETUCONR6E0,15VNALGYQVZZNJZ1D2,0.966
07WLEDAVETUCONR6E0,56AJSCGLFWIJAVD5O9,0.966
31VXOPAHQVUYAQI4V4,05RMYPJMFHCTHUE6X8,0.881
31VXOPAHQVUYAQI4V4,20GXTVRLWOMYHNY0I2,0.881
31VXOPAHQVUYAQI4V4,58RPCEFMVNQZRDZ4D8,0.881
62TGLFESTWVCDYF9W9,26MLJRYTGZNEMSC7Z4,0.923
62TGLFESTWVCDYF9W9,33XKILKJXEELGRO5G6,0.923
62TGLFESTWVCDYF9W9,16HPQKKXDNBTJIX8Y3,0.923
42XZRQWHQDAXBOP8Z5,14NYOUSYEWFRRVW2N4,0.921
42XZRQWHQDAXBOP8Z5,84VQGJYZHLNKPXK9P1,0.921
