gstin,taxpayer_name,sector,state,taxable_value,itc_claimed,tax_paid,itc_ratio,invoice_count,mismatch_ratio,num_buyers,filing_status,is_fraud
82TQPBQQGBVYJMG8W6,Bora LLC,Trading,KA,915989.79,138142.35,84395.42,1.6368,9,0.0531,15,Missing,0
66PTKFAOXNDIZRD6T8,"Modi, Viswanathan and Kade",Retail,GJ,802700.06,67076.72,64252.08,1.0439,31,0.0345,18,Regular,0
97AQLRSZPSCXJXA2V2,"Rastogi, Dua and Som",Manufacturing,TG,679013.14,45881.8,60429.71,0.7592,1,0.1494,10,Regular,0
74HDRYOEUTDREFR8B1,Narasimhan Group,Trading,WB,3273926.8,7157342.82,84722.41,84.4789,113,0.8069,26,Late,1
04LDKIEGBVPUHZG8W6,Chokshi and Sons,Retail,MH,166790.16,28167.82,27386.58,1.0285,32,0.097,5,Missing,0
19FDIZUAQJOHISS5B2,"Ganesh, Dora and Ghosh",Manufacturing,TG,157659.58,8239.11,16018.24,0.5143,11,0.1032,8,Regular,0
76BOISDWQJBRGYH7P4,Konda Inc,Construction,MH,296048.47,20329.16,33360.99,0.6094,6,0.0968,10,Regular,0
16MKNKCDGYJTGCQ4G9,Walla LLC,Manufacturing,RJ,592862.74,49673.37,36575.48,1.3581,11,0.0124,13,Regular,0
40ATSAAQKUYAXUA9H4,"Dewan, Oza and Minhas",Construction,MP,886706.01,117277.01,120891.68,0.9701,23,0.0791,17,Late,0
03KDVEQDUTBMOYX5I6,"Reddy, Sachdev and Solanki",Services,WB,88676.95,10129.61,8590.67,1.179,13,0.0911,16,Missing,0
16UKSWQVOZLCYTN4U6,Kalita LLC,Construction,KA,844647.74,47887.16,60989.16,0.7852,28,0.0117,6,Missing,0
39AQDRANJVLTVBL4Z5,"Deo, Walla and Goyal",Manufacturing,MP,470419.17,63084.11,45736.28,1.3793,1,0.0489,12,Missing,0
30FWASWCDVTSWHP0L0,Baria PLC,Manufacturing,GJ,761753.75,129811.99,59182.66,2.1934,7,0.0259,9,Missing,0
25DKERLDAXPYAMS4M6,"Roy, Dash and Contractor",Services,RJ,626473.39,43883.81,60379.65,0.7268,9,0.1446,2,Regular,0
80MZOLIHHIANERH9F7,"Kumer, Warrior and Chaudhuri",Construction,WB,64148.72,8648.69,4205.17,2.0562,22,0.1481,16,Late,0
43LEDTMFLEBZHCE8R6,Lal Inc,Trading,WB,857682.54,99445.51,112531.7,0.8837,28,0.0502,7,Missing,0
93INVKAUHAKIAOO1L1,Din-Dubey,Retail,MH,182046.36,25187.49,9495.98,2.6522,1,0.1179,15,Late,0
42KPYXLHAHKFLSV5R0,Kota Inc,Trading,WB,983059.45,71827.62,147774.51,0.4861,45,0.1224,9,Missing,0
51PXTKLQTYEVXKB5X8,Dhar Ltd,Construction,KA,861310.81,82189.74,48673.28,1.6886,6,0.0382,17,Missing,0
88KPGXUPCBNOCAY7A2,Nagy Group,Services,WB,317375.67,48891.81,50660.52,0.9651,32,0.1395,12,Regular,0
65XXZXJUSXGKCUT4O8,Amble Ltd,Construction,DL,562325.05,54703.76,63385.49,0.863,35,0.128,1,Late,0
95CXCWALOSYJPYS8Q5,Vyas-Mukhopadhyay,Manufacturing,DL,522192.88,26137.16,44345.84,0.5894,16,0.1103,9,Missing,0
19EKZYMRCQSPWVI4W0,Ramanathan Group,Retail,WB,309865.99,35554.44,22951.69,1.549,30,0.0054,16,Regular,0
95WWOAIMSQFBMAO5M5,Seth PLC,Manufacturing,TN,139135.06,21382.77,19795.79,1.0801,19,0.1477,6,Late,0
43MIKUSLHXIVFVJ8G6,Padmanabhan Group,Trading,RJ,229154.87,16069.59,20465.36,0.7852,37,0.1276,14,Late,0
01AKHSUREDULLZE9N3,Sen-Naik,Manufacturing,TG,666393.2,91684.3,60463.32,1.5163,30,0.0947,7,Regular,0
41ONXCCRFTGMCWJ7Y2,Murty-Sha,Retail,WB,842933.2,64817.75,150542.91,0.4306,9,0.0582,4,Missing,0
43PDHEHEJULXTPW6U9,Buch Ltd,Trading,KA,714809.15,39458.1,81851.53,0.4821,49,0.0355,4,Late,0
59GCEKVGISEPOVK4D0,Mani and Sons,Retail,WB,59292.52,9322.95,5472.82,1.7032,19,0.0664,12,Missing,0
64MQQGYXIRBRKSD4W3,Ramesh-Viswanathan,Manufacturing,KA,63593.06,8113.93,6716.65,1.2079,17,0.0005,18,Late,0
58GBXMJTSPQLZQQ4L4,Kala-Sami,Services,UP,745861.53,79773.26,116587.48,0.6842,31,0.0999,18,Regular,0
27WFOVSCWHNYVXW2U4,Dhillon LLC,Manufacturing,GJ,151551.61,21641.39,23595.04,0.9172,9,0.0918,8,Missing,0
38FRKGAFHUMNXQB0Y5,Bahl-Bawa,Manufacturing,TG,830702.42,41862.98,111149.76,0.3766,25,0.0598,13,Missing,0
52MERZNNUBKODFT0X0,"Grewal, Merchant and Nayak",Trading,MP,514101.31,87729.76,51901.63,1.6903,1,0.1059,17,Regular,0
25MMZYPIWSAATQW8B4,Basu-Patel,Construction,MH,463069.16,38725.84,66229.62,0.5847,45,0.1364,13,Regular,0
98SDPBHHIFNXCJD2O4,Sarin-Sen,Construction,UP,748352.14,45635.55,109502.08,0.4168,35,0.0314,10,Late,0
29JBAMFQBKJSKSO2B5,"Din, Garg and Majumdar",Construction,WB,455704.55,36310.7,44186.95,0.8217,10,0.0144,4,Regular,0
71BSHGIIXBHLJSH1L8,Bhattacharyya and Sons,Manufacturing,WB,209021.61,12661.65,19676.85,0.6434,3,0.1458,11,Regular,0
84GBAERQMUWJASN9Q5,Manda Ltd,Construction,GJ,208462.44,18147.67,16804.69,1.0799,46,0.0751,3,Late,0
19FGIMBUVZTBTAD9Z8,"Sen, Walia and Palla",Services,KA,164366.99,13636.13,10120.42,1.3473,31,0.0439,16,Regular,0
58RZUCCFWTXWIYV2Z5,"Bhat, Chandra and Rana",Retail,GJ,241756.94,42729.74,32981.35,1.2955,13,0.1182,16,Late,0
24JZJEUFYEZKFZB5Q4,Sule and Sons,Services,MH,608662.7,68369.87,104366.69,0.6551,17,0.0411,14,Regular,0
69DXAEXDXGKGKSN9X0,Rajagopalan Ltd,Services,GJ,914444.39,2489953.9,41859.77,59.4818,261,0.6829,92,Late,1
06TPHYHMMTTRQFV1S5,Baral Inc,Trading,MP,750629.14,59161.81,58992.09,1.0029,36,0.0766,5,Missing,0
50AZKHDZTKLFMGL2U6,"Boase, Subramaniam and Barad",Services,KA,768474.93,69974.84,100299.82,0.6976,1,0.0821,4,Regular,0
83PGVWXLSEPDEEB5U2,Ghosh-Dhingra,Retail,MH,922887.5,139128.24,74013.79,1.8797,43,0.1482,11,Regular,0
58RKPAKCBIOTPGJ0E1,Pradhan-De,Retail,KA,156750.14,22103.3,13741.35,1.6084,31,0.1202,18,Missing,0
41EGRJXVLBTKKHR6J8,Manda and Sons,Services,RJ,269293.35,35055.9,33908.54,1.0338,31,0.078,1,Regular,0
90QKSLUYGRLQGAX7X1,Buch-Goda,Construction,WB,960412.53,52738.12,170081.57,0.3101,40,0.1451,7,Missing,0
52FQGQPBTVPGPDW1T7,Ratta-Batta,Manufacturing,WB,909072.4,108739.69,146828.03,0.7406,26,0.079,16,Missing,0
72KQHHPJCQBZCXY2X6,"Soman, Mangal and Badami",Construction,TG,501340.57,52334.3,75809.36,0.6903,24,0.0832,17,Regular,0
78BUCBASBJTKUQY7Y2,Comar-Mody,Construction,DL,1878869.52,4382840.21,62979.08,69.5909,171,0.4337,67,Missing,1
08CNVHMFQWSHSEE5N2,"Kaul, Tandon and Barad",Construction,WB,966133.61,49341.13,158797.27,0.3107,26,0.008,18,Late,0
86ZEWDGPIAAZANS6F9,"Comar, Babu and Palla",Construction,MP,192924.9,19898.91,25691.99,0.7745,25,0.0088,19,Late,0
41GMJBCSULLCLRA2I1,Deshmukh PLC,Services,RJ,786073.26,73276.34,99732.68,0.7347,24,0.0499,19,Missing,0
32BSBILIUAPLBVX7S7,Kurian and Sons,Services,UP,756417.92,123149.63,76307.97,1.6138,32,0.1264,1,Late,0
04LRJETJRUDQUWJ0X6,Barad-Dugar,Manufacturing,MH,267078.7,34566.32,14771.69,2.3399,13,0.0343,10,Missing,0
64TQPURCKDIPEQI3A4,Khanna Ltd,Services,UP,964870.09,124548.26,90111.43,1.3821,20,0.1072,4,Regular,0
57DLPQKHNXXYWDN7Z2,"Agarwal, Konda and Kamdar",Manufacturing,RJ,810685.29,63471.57,90491.34,0.7014,39,0.0301,11,Regular,0
97LCCDIWXDJMCLA1Z1,Bala Ltd,Manufacturing,MP,203241.88,13948.18,10849.83,1.2854,5,0.1153,7,Missing,0
08DHLYKTEMWHNTL8Z6,Shah Group,Construction,TN,888072.69,137968.09,87617.06,1.5747,25,0.1102,8,Missing,0
94MMMUJXVATYVRN3A4,"Gole, Issac and Ramaswamy",Trading,WB,833702.44,107777.59,125700.86,0.8574,4,0.0273,7,Missing,0
29JSCNMMGNAOHIH0H8,Lala-Goswami,Retail,TG,786622.12,91757.44,53730.0,1.7077,33,0.0429,16,Late,0
39EPKSGPDESJNGZ6S6,Gopal Ltd,Construction,TG,894009.03,132326.12,152874.06,0.8656,13,0.1037,19,Late,0
77FUJXRXIODVPVF2R8,Buch Inc,Services,DL,727457.9,50295.37,107973.81,0.4658,46,0.1484,15,Missing,0
69ZSCPDNEJJUGRI8I1,"Kashyap, Sangha and Ahluwalia",Retail,TN,697453.35,104514.26,110670.49,0.9444,1,0.1479,8,Missing,0
80UBXXVIBDFSMDA1J2,Saxena-Dhillon,Construction,RJ,271663.63,15688.18,13653.3,1.149,20,0.0821,16,Missing,0
83BZZLBICITNJSB0N2,Viswanathan-Nagar,Manufacturing,KA,213000.78,14858.03,20437.71,0.727,3,0.1212,12,Missing,0
65FUXPVZHKPMTXR1R6,"Parmar, Bath and Issac",Retail,MP,234380.31,27900.9,21425.95,1.3021,12,0.0836,8,Missing,0
05YVMSQGXEFTHSI4K2,"Sawhney, Nath and Dash",Trading,MP,2224779.08,4984064.64,47459.41,105.0152,297,0.5001,93,Missing,1
62GAYGSPIKCCQXB6C0,Tailor Inc,Trading,GJ,689933.8,118868.34,85840.66,1.3847,26,0.0782,7,Late,0
34PUIFTDMEFOBIP5S9,"Samra, Bir and Bhatt",Construction,TN,845982.07,104891.97,84350.67,1.2435,15,0.0808,14,Regular,0
21YIKAFWCMFHZNF4P3,Raju Group,Services,RJ,461365.18,71879.48,45901.42,1.5659,31,0.1498,9,Regular,0
79ZGFQFPZXBLTTL7L3,Koshy-Kale,Retail,KA,387253.89,48088.52,59435.22,0.8091,14,0.1418,19,Late,0
48PJATLHOHFJONO0C8,"Tella, Baria and Gopal",Services,DL,349490.46,26272.02,26488.82,0.9918,42,0.1387,15,Missing,0
56FQMYVPKOSAFSB5X6,"Balakrishnan, Date and Raju",Services,GJ,87973.29,9244.95,5380.63,1.7179,5,0.0258,8,Late,0
08SHFZBGVMWGNXX3M3,Pall LLC,Trading,KA,208759.06,13357.03,22382.44,0.5967,41,0.0059,4,Late,0
15AGQYHCQKGLEDO2X3,"Badal, Mutti and Jha",Retail,DL,707000.58,95526.7,71838.42,1.3297,42,0.1037,1,Regular,0
27SNKRZLPXKTRIY2R2,Madan and Sons,Retail,WB,292343.47,44749.73,50255.56,0.8904,24,0.0611,7,Regular,0
56XEHITLIZBBDAU2W1,Choudhury Ltd,Manufacturing,RJ,342769.18,27107.68,37287.28,0.727,27,0.0518,17,Missing,0
95DXLTSHOEZHFKX2Y5,Loke-Nath,Manufacturing,WB,645707.86,34869.68,93042.86,0.3748,9,0.0951,7,Regular,0
44GVUSZRFJOSMMO3P2,Parmar PLC,Retail,UP,581736.43,62861.31,98061.42,0.641,11,0.0624,15,Late,0
93VOGXPEZDHDMAL1C6,"Palla, Dara and Chadha",Trading,MH,369700.44,48742.7,50870.39,0.9582,43,0.0811,11,Regular,0
00CQHHPMTVSHKJJ6H3,Sinha PLC,Construction,DL,465555.98,49067.95,62264.7,0.788,30,0.1092,4,Missing,0
23FQKOVMKLGZFMU4R6,"Ganesan, Jaggi and Biswas",Construction,MP,2039312.46,5536668.3,39831.01,139.0005,226,0.7753,29,Missing,1
48XUQJFKYKSYSRJ4C5,Bath-Din,Services,UP,4024226.44,6775778.36,142442.59,47.5682,196,0.5631,54,Late,1
89GPQXRSSAGIDAH6A1,Sarraf-Puri,Retail,UP,4591490.93,10597403.02,137342.97,77.1596,55,0.586,42,Missing,1
71SSXFHYPAGXICF4O3,Rana-Kaur,Manufacturing,GJ,586851.1,93592.64,51937.0,1.802,1,0.0127,5,Late,0
20IOBLKHBRPDUCY1M1,"Dasgupta, Sem and Chhabra",Retail,RJ,3052268.51,5877883.71,131190.75,44.8038,102,0.5486,78,Missing,1
40OMMZQUKLAEYMB7T9,Singhal-Thaman,Services,WB,533263.56,1207150.38,8304.4,145.3453,279,0.8882,78,Missing,1
25OFNZOTXAKAZED4X9,Bhatnagar-Bhatnagar,Trading,RJ,190523.34,22596.39,9737.23,2.3204,15,0.1068,9,Missing,0
86TBYBWGYXTEQZJ1M1,"Narang, Mohanty and Kohli",Manufacturing,TN,526538.87,54870.74,81981.86,0.6693,34,0.108,6,Regular,0
80OUDCEJSAWGYPV2U0,Mohanty Inc,Trading,RJ,811048.54,47114.71,128555.13,0.3665,26,0.1442,15,Late,0
01DCOKJTGXEBFJK9M7,Tripathi Ltd,Manufacturing,RJ,747621.89,92504.2,67075.93,1.3791,7,0.048,6,Late,0
79FITEKHWHQBSTZ8J2,Sen Inc,Retail,KA,500105.39,80041.61,57847.96,1.3836,37,0.0269,2,Missing,0
10EIQXZHZMYJZTU2F9,"Anand, Issac and Chakraborty",Retail,WB,493757.46,66038.44,83625.2,0.7897,32,0.1469,6,Regular,0
15WCTOWLFZEWGUY2C1,Choudhry Group,Manufacturing,RJ,902112.41,48682.25,101509.29,0.4796,24,0.0944,13,Regular,0
93XTEJLARGSJGYY8A6,"Dube, Arora and Madan",Retail,TN,560986.62,35742.61,52272.04,0.6838,30,0.1456,18,Late,0
65OGWNYMVMXKXMK9O5,Toor and Sons,Trading,DL,731545.81,78551.06,68782.25,1.142,47,0.1305,12,Regular,0
92SJLVDFNYSINKW0K4,Agrawal LLC,Services,RJ,246044.98,35762.08,37407.52,0.956,21,0.1035,5,Missing,0
36KPXHGPKBRACZR9U5,"Anand, Boase and Narain",Services,TG,948339.63,129791.81,153931.61,0.8432,2,0.0997,1,Late,0
82OEHAKQXWKSEMG4J5,"Nadig, Dyal and Kanda",Retail,MP,203706.53,19147.8,24307.46,0.7877,38,0.0682,12,Late,0
31IKTQCXSNPCAWN5P8,"Bala, Ratta and Nayak",Retail,GJ,390446.85,65047.95,49486.5,1.3144,6,0.1402,16,Late,0
54HBCWDCOGPMKFK1N6,Dutta Inc,Construction,DL,719557.53,117949.72,61441.9,1.9197,13,0.0535,9,Late,0
43KAODHLUWLJTEQ8Z4,Mani Group,Retail,MH,241353.14,42271.74,32512.01,1.3001,41,0.0267,9,Missing,0
24VAGEBLGRTMGZE9F5,"Sridhar, Chakrabarti and Prakash",Trading,MH,772883.61,62684.35,121344.4,0.5166,46,0.0078,2,Late,0
62NYVXGHAKTGXZS8W0,Muni-Parmer,Trading,UP,125725.36,14877.95,6643.97,2.239,22,0.1133,4,Late,0
02HLOZKFKXRIQSD9M6,"Chadha, Bassi and Acharya",Manufacturing,KA,929719.46,114932.11,66401.15,1.7308,18,0.0524,12,Late,0
47PXNYBTFNHAHBQ9P4,Rajan Inc,Trading,WB,965291.82,64167.01,68857.15,0.9319,42,0.1228,18,Missing,0
73DKCRUKHPCKIBQ9P3,Shah PLC,Services,DL,754999.38,63367.06,117676.48,0.5385,14,0.066,12,Missing,0
91CNIALRIAICRAK6P4,"Narain, Sampath and Bandi",Construction,RJ,872102.32,142251.84,109241.07,1.3022,30,0.0962,13,Regular,0
26QKYYUMMEJIXFK8C9,"Palan, Morar and Jha",Construction,MH,441600.39,44270.66,33097.88,1.3375,26,0.117,13,Regular,0
12PINZKEJLBQSMT0R9,"Walia, Thaman and Bala",Manufacturing,MP,782826.75,43915.21,110892.62,0.396,46,0.0524,4,Regular,0
06IPFWPSAURYGMU9I6,"Nanda, Nigam and Ben",Services,MH,3309593.22,6432030.69,47061.66,136.6695,77,0.8018,63,Late,1
76BYRVPMOINQROF4U8,"Lala, Amble and Ahluwalia",Construction,TG,539327.96,62424.19,32069.09,1.9465,17,0.1288,13,Missing,0
97IRHBWZPLPLBIE9W3,"Yadav, Bail and Bahri",Manufacturing,MH,4757841.02,11274452.06,150389.13,74.968,230,0.7624,75,Missing,1
60CUFZKTOBKJSAS4T1,"Chahal, Varty and Aggarwal",Manufacturing,DL,447277.05,29930.2,42197.48,0.7093,24,0.0564,5,Late,0
46UZZPFGMDFLEOS2E6,Ben Inc,Manufacturing,TN,82827.72,4716.75,14236.56,0.3313,7,0.0869,15,Regular,0
64AWULBWIGFZBID5Z2,"Mand, Prabhakar and Kaul",Trading,GJ,565298.45,77323.26,36560.62,2.1149,41,0.1427,5,Regular,0
50CREQJPECIMAJF3J1,Mukherjee PLC,Manufacturing,KA,116060.17,17027.15,14544.26,1.1706,42,0.0151,3,Regular,0
31ITPXWBJTRAEGY2G8,Mittal PLC,Trading,RJ,674616.52,74371.39,106614.34,0.6976,22,0.0217,12,Regular,0
64JXYGNQLLSWLJB6N1,Lad LLC,Retail,TG,680042.69,38168.8,92324.6,0.4134,13,0.1442,17,Late,0
92AOVSJUPFEZHXX7S8,Devi-Bhatia,Manufacturing,DL,698986.64,64774.78,100067.7,0.6473,6,0.0892,15,Missing,0
52BAAKDNPFIZSZO6D9,Seth-Garg,Construction,GJ,4096210.87,8197702.05,160714.07,51.0077,141,0.7658,52,Missing,1
88KWGSVGXHKQVOM7D2,Pillai Group,Services,MP,547122.05,86659.59,75571.92,1.1467,46,0.0294,8,Regular,0
02QGSLRGFHJEJPA4H1,"Krishnan, Bhatnagar and Sinha",Trading,MH,935579.6,51620.87,151714.36,0.3402,42,0.1405,19,Regular,0
09TYFMMNYZBRJAV4G5,"Raja, Sunder and Grover",Construction,TG,111445.56,9659.22,6851.54,1.4096,36,0.1419,1,Missing,0
64EQWTVEBPNBEKE8A1,Chaudhuri LLC,Construction,DL,62710.85,5092.63,9919.22,0.5134,15,0.078,2,Late,0
69AOYCMCXUYQAHC2A7,"Choudhury, Seth and Dua",Construction,MH,856460.9,131563.82,129047.86,1.0195,27,0.143,7,Regular,0
46FAEJFJWOBDKOR3Q1,D’Alia-Bhatt,Manufacturing,WB,833926.31,60678.32,126185.61,0.4809,39,0.0977,11,Missing,0
81LAENKSURSDVLI8N9,Oza Ltd,Retail,RJ,373981.47,47436.71,43191.32,1.0983,7,0.1356,12,Late,0
45FCHIHXQERAYLZ3U7,Lalla and Sons,Construction,RJ,302423.23,15962.06,52241.4,0.3055,41,0.0239,6,Late,0
41EBUPLLNKKLONA6R2,Devi Group,Manufacturing,TG,294013.72,41203.91,43767.38,0.9414,42,0.1485,7,Regular,0
33WRPPFTBERLIFQ2F4,Dara Inc,Manufacturing,MH,687789.33,71825.81,42608.5,1.6857,16,0.1286,4,Regular,0
89NHWACWVRIZJTT5M9,Solanki-Venkatesh,Construction,MH,553353.34,66392.68,68316.78,0.9718,15,0.1003,5,Regular,0
64TPAUWLNIYMJDG3R6,Sura-Saxena,Trading,MH,250178.57,17014.26,24659.49,0.6899,49,0.1278,15,Missing,0
97IOZWKZNVVYPYI7Y4,"Pant, Subramanian and Yadav",Retail,KA,55182.33,5223.0,3199.45,1.632,43,0.1364,1,Late,0
90OKSOROKZCROQT0G5,"Bir, Roy and Naidu",Construction,MH,130357.29,18410.19,17824.65,1.0328,24,0.0578,3,Late,0
71QTMUNEKKJMKJJ4T9,Kulkarni Ltd,Retail,TN,226086.79,16131.59,18264.14,0.8832,9,0.1123,6,Missing,0
39GKVMJYJPDALHR4S9,Dada-Kala,Retail,WB,622919.33,89908.36,54034.97,1.6639,12,0.132,6,Missing,0
31FCSDZLGKXBSBM3T5,Ratta PLC,Services,MH,83658.04,12472.48,4680.65,2.6641,43,0.0557,18,Late,0
39FPDFHYIXXNWLD1F8,Singh-Kapoor,Construction,WB,786665.03,100300.71,130692.13,0.7675,32,0.0928,18,Late,0
04OEEMZDRTNVRWO3K1,Sawhney LLC,Retail,TG,566179.87,29310.32,58626.1,0.4999,35,0.148,9,Missing,0
77AZWLQHPESYCOA3S1,Dara-Toor,Retail,RJ,382325.85,60867.69,67100.92,0.9071,41,0.1033,3,Late,0
56WIZSOJHEVAECW2D5,"Balakrishnan, Kamdar and Dube",Manufacturing,UP,4045054.5,9730711.5,58939.24,165.0945,293,0.6687,94,Missing,1
78VEFQWOVNOTSYH2T3,"Bhavsar, Murthy and Murthy",Manufacturing,TG,179794.7,15998.32,24152.09,0.6624,30,0.0441,7,Regular,0
37TXKXAQGMKOBZK0A5,"Tailor, Date and Karpe",Manufacturing,RJ,2305345.61,4726959.3,54734.48,86.3601,280,0.4347,68,Missing,1
88YHEHQVFRTHGOZ7H1,Dey-Pathak,Services,MP,628556.11,38064.14,92139.0,0.4131,16,0.1343,10,Late,0
51PEQKNGJEDPJUS5V4,Sama PLC,Retail,DL,961608.19,139794.47,155191.36,0.9008,27,0.01,8,Regular,0
67LJITIJHSSBKUZ6T9,"Oommen, Kumar and Palan",Construction,RJ,326190.28,41174.13,19587.12,2.102,4,0.0473,6,Late,0
31GDSHWWZVMMVAV4O1,Subramanian-Swamy,Retail,MP,838589.57,102072.46,95331.41,1.0707,47,0.0293,11,Regular,0
31YEUAIZSFBLTMT9R2,"Gour, Master and Saini",Manufacturing,TG,392797.91,64586.99,69709.61,0.9265,18,0.0568,17,Regular,0
66EZKWOLMJZLFNU0Y3,Sanghvi-Devi,Construction,TN,328609.23,23015.88,35789.67,0.6431,32,0.0109,8,Late,0
26WGLJGIQDXTZGY2Z0,Bahl-Luthra,Trading,WB,387723.45,68426.03,19670.11,3.4785,28,0.0266,6,Missing,0
74QLGLOBUMHYXIU4J4,Karnik-Bandi,Manufacturing,RJ,651127.62,108618.38,70663.42,1.5371,31,0.0174,12,Missing,0
87AODQAJTXORGOD2S5,"Atwal, Lad and Lanka",Manufacturing,WB,893050.21,87406.25,128748.51,0.6789,42,0.1455,5,Regular,0
75DWWGEADPRYRTF5E4,Datta-Lanka,Manufacturing,WB,769553.46,96682.29,44865.88,2.1549,8,0.0619,16,Regular,0
42LLCKUXZYLVJWE8H8,Prabhu and Sons,Retail,RJ,198418.01,32407.02,29461.39,1.0999,7,0.0085,18,Late,0
05JWXEZEQCKLTZK1J6,"Raghavan, Chakraborty and Lanka",Services,MP,603173.22,67132.16,56575.41,1.1866,33,0.1325,11,Late,0
70TNQHXRQGYDNBN4L3,Yadav-Shukla,Construction,TG,68631.16,5731.37,7806.16,0.7341,49,0.0583,7,Regular,0
79QQXLGRIGPUASJ1D4,Bansal Group,Manufacturing,UP,484774.01,49249.04,80494.98,0.6118,29,0.0913,8,Late,0
19CPYZVHJURFTXF4F6,"Chahal, Sahota and Dash",Services,MP,890597.42,113299.7,150999.81,0.7503,7,0.0646,14,Missing,0
54KGSVGZXJSCPWV4X3,"Nagarajan, Ben and Bassi",Trading,DL,695247.24,122714.73,37373.87,3.2833,23,0.0647,4,Regular,0
37GXCDHYAWELMZL9Z9,Ganesan-Mishra,Manufacturing,MP,843519.24,101373.85,77630.77,1.3058,5,0.0768,19,Late,0
66ITMRJAHJRCSWU3N2,Garde LLC,Construction,DL,579203.96,95968.9,77969.11,1.2308,8,0.1282,1,Late,0
68ROQXZGUSWFXTU6B4,"Thaker, Chaudhari and Aurora",Services,GJ,327816.3,20689.79,49393.16,0.4189,36,0.1232,16,Regular,0
94JQHOJMRJKIZKM8F0,Singh-Mammen,Construction,TN,164007.76,10659.07,18356.08,0.5807,8,0.0926,10,Late,0
43LYMOHXSHLGHUZ7E7,Mittal-Banik,Services,UP,790998.46,111423.88,127461.23,0.8742,34,0.0815,13,Regular,0
35NJJNWKVUXECXY6K2,"Gill, Solanki and Tak",Manufacturing,WB,442359.9,61798.82,39923.21,1.5479,30,0.0066,6,Missing,0
70AMIRRNCTUKHWJ5F5,"Purohit, Chopra and Agrawal",Retail,WB,941131.93,157896.26,116403.71,1.3564,32,0.143,2,Missing,0
91IWTIHHKRTYJDA4B4,Varma-Dutt,Construction,TN,289049.53,26799.79,27079.9,0.9896,48,0.1153,11,Missing,0
07CGPANFUSVRBQG8U3,Anand Group,Retail,TN,665743.42,71986.8,117458.8,0.6129,25,0.1112,2,Missing,0
97VTRYDXVNBBIZM9P4,Dayal-Kapoor,Construction,KA,264435.59,42449.16,25444.17,1.6683,29,0.1466,4,Missing,0
08GAHVFWNXJKVQY7Q2,"Das, Memon and Lall",Construction,GJ,334396.17,38291.85,25363.3,1.5097,48,0.0999,1,Late,0
03WCJESFIALQSPP5L0,"Malhotra, Shroff and Shroff",Construction,UP,146571.5,11565.99,18325.47,0.6311,44,0.0992,12,Late,0
02VIEQUBQQKPMDJ2T2,"Narain, Singhal and Bal",Services,MP,2222528.45,6131333.5,35144.99,174.4533,181,0.4037,86,Missing,1
67HRNAATIFFEBJE1R4,Sachar Group,Services,MP,316662.45,28691.87,46937.72,0.6113,48,0.1465,19,Regular,0
25YATVBVXCLLPND7Y0,Date-Bhandari,Manufacturing,DL,685624.99,57846.01,34502.69,1.6765,26,0.0296,4,Missing,0
79ORBQHWYXQCUNR6U5,Doctor-Oza,Services,TG,871625.74,131495.19,53098.25,2.4764,46,0.1114,8,Late,0
81FBHDBAEUTEBIT6P2,Sathe-Dugal,Services,TN,968431.11,146564.18,51247.83,2.8599,36,0.0798,5,Late,0
42BATYZEMQPNHIK6X3,Krishna-Dass,Manufacturing,KA,420108.35,55242.56,49063.58,1.1259,21,0.0612,7,Missing,0
11BOIKSTJRMNEYL6U1,Bora-Ramanathan,Construction,TN,65082.0,10220.39,11546.87,0.885,18,0.1106,5,Missing,0
07LNPWVMDZKLZYQ6M0,"Tella, Srinivasan and Handa",Construction,MP,413856.02,47445.25,22868.46,2.0746,48,0.1308,8,Missing,0
86LXJSXFPKRGDFI5B6,Kaur LLC,Trading,MP,466361.41,65801.78,34098.72,1.9297,35,0.0091,4,Late,0
02KNLJQLEWGUGIR8G1,Pau-Mangal,Services,GJ,3076892.84,5800297.6,129733.58,44.709,292,0.65,64,Late,1
90ATHYVMXBBQYOD0T8,Thakkar-Kaur,Manufacturing,TG,14163.86,1310.2,1259.35,1.0396,20,0.038,6,Regular,0
57DJAPNHHQAJOIU9N6,Chaudhuri-Majumdar,Manufacturing,TN,889898.9,82434.4,93415.46,0.8824,5,0.1079,8,Regular,0
91QIJCEOPWREAVU8H8,Rajan-Loyal,Construction,KA,251463.15,26734.12,38112.09,0.7014,44,0.0518,16,Missing,0
72WKFZGZXSTJYWX9L1,Das and Sons,Manufacturing,MP,364586.53,65569.47,36420.3,1.8003,20,0.0674,10,Regular,0
66XUOQVFJLGEFAK8Z2,"Sama, Wable and Sarraf",Construction,RJ,15937.91,1174.73,1779.48,0.6598,28,0.039,17,Regular,0
42TZVXNAKTGDKUN8I2,"Garde, Chokshi and Prabhu",Construction,DL,231346.88,40617.08,38798.28,1.0469,4,0.0579,8,Regular,0
74RISKWEJCEFKVX3D7,"Swaminathan, Gill and Parekh",Manufacturing,MH,1092717.63,3057362.34,17801.38,171.7389,245,0.7125,21,Late,1
85UBWNCYXMLWRLZ3Q2,Khurana-Prabhakar,Retail,MH,253345.82,34861.02,14090.74,2.4739,3,0.0882,12,Regular,0
69TKBLZEJRWZVWU3K8,Varty Inc,Services,DL,229391.5,20146.0,16910.99,1.1912,36,0.0714,1,Regular,0
